ID,Time,From,To
134,0.0,1,1
135,0.0,0,0
136,0.0,1,1
137,0.0,1,1
138,0.4899103545431077,0,1
139,0.23123015429720528,0,1
140,0.0,1,1
141,0.33131255691450867,0,1
142,0.0,0,0
143,0.0,1,1
144,0.0,1,1
145,0.0,0,0
146,0.3068536496818418,0,1
147,0.6871009990350966,0,1
148,0.0,1,1
149,0.5427222361584618,0,1
150,0.0,1,1
151,0.9073995611184713,0,1
152,0.0,1,1
153,0.0,0,0
154,0.0,0,0
155,0.0,0,0
156,0.0,0,0
157,0.6433556373355038,0,1
158,0.0,0,0
159,0.0,0,0
160,0.0,1,1
161,0.0,1,1
162,0.0,1,1
163,0.0,1,1
164,0.0,1,1
165,0.0,1,1
166,0.0,0,0
167,0.0,1,1
168,0.0,1,1
169,0.0,0,0
170,0.0,0,0
171,0.0,1,1
172,0.0,1,1
173,0.40361815784546007,0,1
174,0.0,1,1
175,0.0,1,1
176,0.5850461874346478,0,1
177,0.0,1,1
178,0.0,0,0
179,0.0,0,0
180,0.0,0,0
181,0.4873260463477498,0,1
182,0.0,1,1
183,0.0,0,0
184,0.0,0,0
185,0.0,1,1
186,0.0,1,1
187,0.0,1,1
188,0.0,0,0
189,0.9348070666611102,0,1
190,0.0,1,1
191,0.5154341623366665,0,1
192,0.0,0,0
193,0.38537390064369814,0,1
194,0.0,1,1
195,0.0,1,1
196,0.0,0,0
197,0.0,1,1
198,0.0,1,1
199,0.0,0,0
200,0.0,1,1
201,0.0,1,1
202,0.414092001173031,0,1
203,0.0,0,0
204,0.0,1,1
205,0.0,1,1
206,0.0,1,1
207,0.46259802613346235,0,1
208,0.0,1,1
209,0.0,1,1
210,0.0,1,1
211,0.0,0,0
212,0.0,0,0
213,0.0,1,1
214,0.0,1,1
215,0.0,0,0
216,0.0,1,1
217,0.0,0,0
218,0.0,1,1
219,0.6133574563716954,0,1
220,0.0,1,1
221,0.0,0,0
222,0.0,0,0
223,0.0,1,1
224,0.0,1,1
225,0.2987246516823707,0,1
226,0.17139197575174347,0,1
227,0.0,1,1
228,0.0,1,1
229,0.0,1,1
230,0.0,1,1
231,0.19191527072761794,0,1
232,0.13682035321854402,0,1
233,0.0,1,1
234,0.0,1,1
235,0.4706724529566666,0,1
236,0.0,1,1
237,0.0,1,1
238,0.0,1,1
239,0.8632896186509087,0,1
240,0.0,0,0
241,0.0,1,1
242,0.0,0,0
243,0.7167313289364604,0,1
244,0.6781097000775552,0,1
245,0.0,1,1
246,0.0,0,0
247,0.0,1,1
248,0.0,0,0
249,0.0,1,1
250,0.0,0,0
251,0.0,1,1
252,0.021282246080249978,0,1
253,0.0,1,1
254,0.0,0,0
255,0.0,1,1
256,0.691514070690321,0,1
257,0.4253838684390888,0,1
258,0.0,0,0
259,0.0,1,1
260,0.0,1,1
261,0.0,1,1
262,0.0,1,1
263,0.0,1,1
264,0.0,0,0
265,0.0,1,1
266,0.42845597207930297,0,1
267,0.0,0,0
268,0.16161883954847778,0,1
269,0.0,1,1
270,0.9171366294875362,0,1
271,0.9986806710330575,0,1
272,0.0,1,1
273,0.0,0,0
274,0.0,0,0
275,0.0,1,1
276,0.0,0,0
277,0.0,0,0
278,0.0,1,1
279,0.4742045752377235,0,1
280,0.0,1,1
281,0.0,0,0
282,0.0,0,0
283,0.0,0,0
284,0.0,0,0
285,0.0,1,1
286,0.0,1,1
287,0.604787156207809,0,1
288,0.0,1,1
289,0.0,1,1
290,0.0,1,1
291,0.0,1,1
292,0.0,1,1
293,0.0,1,1
294,0.28075046284098526,0,1
295,0.24539575071128683,0,1
296,0.999677128539412,0,1
297,0.0,0,0
298,0.15990658370082256,0,1
299,0.11170453325240048,0,1
300,0.0,1,1
301,0.0,1,1
302,0.0,1,1
303,0.4440864811876497,0,1
304,0.0,0,0
305,0.4251302623304438,0,1
306,0.635583273925454,0,1
307,0.0,0,0
308,0.49108833751204184,0,1
309,0.0,0,0
310,0.0,0,0
311,0.0,1,1
312,0.0,1,1
313,0.44787539312373403,0,1
314,0.0,1,1
315,0.0,1,1
316,0.0,0,0
317,0.9793920946752417,0,1
318,0.0,1,1
319,0.0,1,1
320,0.9303050389155154,0,1
321,0.0,1,1
322,0.011114029822809623,0,1
323,0.5249805769931336,0,1
324,0.0,1,1
325,0.0,0,0
326,0.0,1,1
327,0.0,1,1
328,0.0,1,1
329,0.6665656685595485,0,1
330,0.0,1,1
331,0.0,0,0
332,0.0,1,1
333,0.0,1,1
334,0.7752938326850519,0,1
335,0.0,0,0
336,0.7308289745303087,0,1
337,0.5748432120173529,0,1
338,0.0,1,1
339,0.9166117198695385,0,1
340,0.0,1,1
341,0.0,0,0
342,0.0,1,1
343,0.0,0,0
344,0.1743008861526577,0,1
345,0.9064215442481319,0,1
346,0.15969987892924298,0,1
347,0.0,1,1
348,0.0,1,1
349,0.629839159552382,0,1
350,0.0,1,1
351,0.0,1,1
352,0.0,1,1
353,0.07537370884693484,0,1
354,0.0,1,1
355,0.0,1,1
356,0.0,1,1
357,0.0,1,1
358,0.0,0,0
359,0.8446518741896966,0,1
360,0.0,1,1
361,0.0,1,1
362,0.0,1,1
363,0.0,1,1
364,0.0,1,1
365,0.0,1,1
366,0.0,1,1
367,0.5263163501020865,0,1
368,0.0,0,0
369,0.8188247313073099,0,1
370,0.0,1,1
371,0.0,1,1
372,0.29575275429287196,0,1
373,0.43318143010012145,0,1
374,0.0,1,1
375,0.0,1,1
376,0.0,0,0
377,0.0,1,1
378,0.0,0,0
379,0.3032871404113262,0,1
380,0.0,0,0
381,0.0,0,0
382,0.0,1,1
383,0.0,1,1
384,0.0,0,0
385,0.0,1,1
386,0.0,0,0
387,0.0,0,0
388,0.0,1,1
389,0.0,1,1
390,0.0,1,1
391,0.0,0,0
392,0.8364952655754718,0,1
393,0.0,1,1
394,0.9875042561395792,0,1
395,0.0,0,0
396,0.0,1,1
397,0.9118250187732991,0,1
398,0.8649538614731812,0,1
399,0.0,1,1
400,0.0,1,1
401,0.901730880296042,0,1
402,0.0,1,1
403,0.40971615334216804,0,1
404,0.0,0,0
405,0.0,1,1
406,0.0,1,1
407,0.0,1,1
408,0.2946086634844266,0,1
409,0.0,1,1
410,0.0,1,1
411,0.016725793503196473,0,1
412,0.0,1,1
413,0.4748996817436314,0,1
414,0.0,1,1
415,0.0,0,0
416,0.0,0,0
417,0.0,0,0
418,0.0,1,1
419,0.0,1,1
420,0.0,0,0
421,0.0,0,0
422,0.0,1,1
423,0.7257004679588585,0,1
424,0.0,0,0
425,0.26811767434532785,0,1
426,0.6116713951359747,0,1
427,0.270986577196512,0,1
428,0.0,1,1
429,0.0,1,1
430,0.0,1,1
431,0.0,0,0
432,0.0,1,1
433,0.0,1,1
434,0.0,0,0
435,0.0,0,0
436,0.0,1,1
437,0.0,1,1
438,0.0,1,1
439,0.0,1,1
440,0.8059998236092076,0,1
441,0.0,0,0
442,0.0,0,0
443,0.3209754834267259,0,1
444,0.2521967211214857,0,1
445,0.0,0,0
446,0.0,1,1
447,0.0,1,1
448,0.2652483101179469,0,1
449,0.0,1,1
450,0.4911055576446979,0,1
451,0.221976902845761,0,1
452,0.2855844753929654,0,1
453,0.0,1,1
454,0.0,1,1
455,0.5818549359609785,0,1
456,0.0,0,0
457,0.9223385319931044,0,1
458,0.0,1,1
459,0.0,1,1
460,0.35341823081796087,0,1
461,0.0,1,1
462,0.45482174944974696,0,1
463,0.0,1,1
464,0.0,0,0
465,0.0,0,0
466,0.0,0,0
467,0.0,1,1
468,0.0,1,1
469,0.2530346990713095,0,1
470,0.0,1,1
471,0.0,1,1
472,0.2062191706938339,0,1
473,0.0,0,0
474,0.0,1,1
475,0.0,1,1
476,0.0,1,1
477,0.0,0,0
478,0.0,1,1
479,0.3047052970641886,0,1
480,0.0,1,1
481,0.0,1,1
482,0.0,1,1
483,0.0,1,1
484,0.6496702272743797,0,1
485,0.4303803059242496,0,1
486,0.03397726701103032,0,1
487,0.0,1,1
488,0.0,0,0
489,0.0,1,1
490,0.0,0,0
491,0.18251085565508152,0,1
492,0.0,0,0
493,0.0,0,0
494,0.0,0,0
495,0.0,1,1
496,0.0,0,0
497,0.0,1,1
498,0.3763688245261826,0,1
499,0.0,1,1
500,0.0,1,1
501,0.0,1,1
502,0.5528817125754396,0,1
503,0.0,1,1
504,0.9559578379553935,0,1
505,0.0,1,1
506,0.7077951590343043,0,1
507,0.6272661333443176,0,1
508,0.0,0,0
509,0.0,1,1
510,0.4021534008096803,0,1
511,0.6485211685806399,0,1
512,0.19593319556477606,0,1
513,0.0,1,1
514,0.0,1,1
515,0.4234270970393421,0,1
516,0.3195058706778049,0,1
517,0.12968783204944578,0,1
518,0.0,1,1
519,0.0,1,1
520,0.0,1,1
521,0.0,0,0
522,0.0,0,0
523,0.0,1,1
524,0.20653346740882628,0,1
525,0.0,1,1
526,0.0,1,1
527,0.0,1,1
528,0.0,1,1
529,0.0,0,0
530,0.0,1,1
531,0.0,0,0
532,0.0,0,0
533,0.712397083705075,0,1
534,0.0,1,1
535,0.0,1,1
536,0.0,1,1
537,0.0,1,1
538,0.5200698337377121,0,1
539,0.0,0,0
540,0.0,1,1
541,0.0,1,1
542,0.6410471741566277,0,1
543,0.0,1,1
544,0.0,1,1
545,0.0,1,1
546,0.0,0,0
547,0.0,1,1
548,0.5402258756135218,0,1
549,0.0,1,1
550,0.0,1,1
551,0.0,0,0
552,0.0,1,1
553,0.0,1,1
554,0.18995667342469902,0,1
555,0.30239896734043914,0,1
556,0.0,1,1
557,0.0,1,1
558,0.0,1,1
559,0.0,1,1
560,0.020429369587101176,0,1
561,0.0,1,1
562,0.0,0,0
563,0.0,1,1
564,0.0,1,1
565,0.0,1,1
566,0.0,1,1
567,0.0,1,1
568,0.0,1,1
569,0.0,1,1
570,0.0,0,0
571,0.0,0,0
572,0.0,0,0
573,0.0,1,1
574,0.0,1,1
575,0.0,1,1
576,0.0,0,0
577,0.0,1,1
578,0.08693750880935902,0,1
579,0.34297475646464526,0,1
580,0.7830680290422033,0,1
581,0.0,1,1
582,0.1742562300248558,0,1
583,0.0,1,1
584,0.0,1,1
585,0.0,1,1
586,0.0,1,1
587,0.0,0,0
588,0.0,0,0
589,0.0,0,0
590,0.0,1,1
591,0.0,1,1
592,0.0,1,1
593,0.5845502571165049,0,1
594,0.0,1,1
595,0.0,1,1
596,0.0,0,0
597,0.0,1,1
598,0.0,1,1
599,0.0,1,1
600,0.0,0,0
601,0.7820896242120772,0,1
602,0.5831854509300525,0,1
603,0.0,0,0
604,0.0,1,1
605,0.0,1,1
606,0.0,1,1
607,0.07790276806701368,0,1
608,0.0,1,1
609,0.0,1,1
610,0.1965264005223628,0,1
611,0.0,0,0
612,0.7388708862651935,0,1
613,0.0,1,1
614,0.35134212832292444,0,1
615,0.0,1,1
616,0.0,0,0
617,0.0,0,0
618,0.09497169424084329,0,1
619,0.0,0,0
620,0.6431943665222575,0,1
621,0.0,0,0
622,0.0,1,1
623,0.042548696735378755,0,1
624,0.5102788172249193,0,1
625,0.0,0,0
626,0.8369333684666074,0,1
627,0.0,1,1
628,0.8144004470744796,0,1
629,0.0,0,0
630,0.3007602847421782,0,1
631,0.36495212756248985,0,1
632,0.0,1,1
633,0.953909253911272,0,1
634,0.0,0,0
635,0.0,1,1
636,0.0,1,1
637,0.0,1,1
638,0.0,1,1
639,0.0,1,1
640,0.0,1,1
641,0.0,0,0
642,0.5977504699413179,0,1
643,0.0,1,1
644,0.3118614763481582,0,1
645,0.0,0,0
646,0.1583820401579945,0,1
647,0.0,0,0
648,0.0,1,1
649,0.04306994061767311,0,1
650,0.3455644801405986,0,1
651,0.0,1,1
652,0.0,0,0
653,0.0,0,0
654,0.0,1,1
655,0.0,1,1
656,0.9275486268258889,0,1
657,0.0,1,1
658,0.0,1,1
659,0.0,0,0
660,0.0,1,1
661,0.0,1,1
662,0.3561294384538205,0,1
663,0.0,1,1
664,0.0,1,1
665,0.0,1,1
666,0.0,0,0
667,0.0,1,1
668,0.7398034123699917,0,1
669,0.0,0,0
670,0.0,1,1
671,0.0,0,0
672,0.7903054628329776,0,1
673,0.0,1,1
674,0.0,0,0
675,0.5206645894006869,0,1
676,0.0,0,0
677,0.0,1,1
678,0.0,0,0
679,0.0,1,1
680,0.0,1,1
681,0.49812655816938944,0,1
682,0.0,1,1
683,0.0,1,1
684,0.9369475782018749,0,1
685,0.0,0,0
686,0.0,0,0
687,0.0018299701983539585,0,1
688,0.0,1,1
689,0.15624926143935913,0,1
690,0.059970767707655415,0,1
691,0.9860359422945408,0,1
692,0.0,1,1
693,0.5668221187597117,0,1
694,0.0,0,0
695,0.0,0,0
696,0.0,0,0
697,0.0,1,1
698,0.0,1,1
699,0.11679466703670127,0,1
700,0.0,1,1
701,0.0,1,1
702,0.0,1,1
703,0.0,0,0
704,0.0,1,1
705,0.893291289577961,0,1
706,0.0,1,1
707,0.07457088704236581,0,1
708,0.0,1,1
709,0.8397004852715171,0,1
710,0.0,1,1
711,0.0,0,0
712,0.0,1,1
713,0.0,1,1
714,0.0,1,1
715,0.0,1,1
716,0.0,1,1
717,0.0,0,0
718,0.8784132379762476,0,1
719,0.38300629478939474,0,1
720,0.0,0,0
721,0.0,1,1
722,0.0,0,0
723,0.0,0,0
724,0.8834125278173525,0,1
725,0.8947681242271947,0,1
726,0.0,1,1
727,0.0,1,1
728,0.0,0,0
729,0.0,1,1
730,0.16475720485011958,0,1
731,0.0,1,1
732,0.43717513906253147,0,1
733,0.0,1,1
734,0.0,1,1
735,0.0,0,0
736,0.0,1,1
737,0.0,1,1
738,0.0,0,0
739,0.6825282482172131,0,1
740,0.0,1,1
741,0.0,0,0
742,0.33905049244642593,0,1
743,0.0,0,0
744,0.0,1,1
745,0.6396020261251758,0,1
746,0.0,1,1
747,0.0,1,1
748,0.919738783854075,0,1
749,0.0,1,1
750,0.0,1,1
751,0.37854429271144285,0,1
752,0.0,1,1
753,0.0,1,1
754,0.5150125542365926,0,1
755,0.0,1,1
756,0.07359700112766254,0,1
757,0.0,1,1
758,0.0,0,0
759,0.0,1,1
760,0.0,0,0
761,0.0,0,0
762,0.7400342454720659,0,1
763,0.0,0,0
764,0.0,1,1
765,0.0,1,1
766,0.0,0,0
767,0.40602738496495105,0,1
768,0.5089084906198258,0,1
769,0.0,1,1
770,0.0,1,1
771,0.0,0,0
772,0.0,1,1
773,0.0,1,1
774,0.7699640491095596,0,1
775,0.0,1,1
776,0.0,1,1
777,0.0,0,0
778,0.8645819618175302,0,1
779,0.16090052717692538,0,1
780,0.4821588070848085,0,1
781,0.0,1,1
782,0.0,1,1
783,0.0,1,1
784,0.0,1,1
785,0.0,0,0
786,0.6978913655974339,0,1
787,0.0,0,0
788,0.5395392644041784,0,1
789,0.888853883761237,0,1
790,0.22854755620006928,0,1
791,0.0,0,0
792,0.0,1,1
793,0.0,1,1
794,0.0,0,0
795,0.0,1,1
796,0.3299835804652467,0,1
797,0.0,1,1
798,0.0,1,1
799,0.0,0,0
800,0.0,1,1
801,0.0,1,1
802,0.0,1,1
803,0.0,0,0
804,0.8998793812223079,0,1
805,0.0,1,1
806,0.5987978798113841,0,1
807,0.0,1,1
808,0.3471443379539576,0,1
809,0.0,1,1
810,0.3023161370609836,0,1
811,0.0,1,1
812,0.0,1,1
813,0.0,1,1
814,0.0,1,1
815,0.0,0,0
816,0.01761885954770459,0,1
817,0.0,0,0
818,0.0,0,0
819,0.0,1,1
820,0.024918286681046897,0,1
821,0.0,0,0
822,0.34026320090699413,0,1
823,0.0,0,0
824,0.0,1,1
825,0.0,1,1
826,0.041625974884050065,0,1
827,0.0,1,1
828,0.0,1,1
829,0.5239007228278433,0,1
830,0.0,0,0
831,0.0,1,1
832,0.4129166974074806,0,1
833,0.0,0,0
834,0.0,0,0
835,0.9441129129106006,0,1
836,0.0,1,1
837,0.0,1,1
838,0.34469937918993154,0,1
839,0.0,1,1
840,0.0,1,1
841,0.0,0,0
842,0.0,1,1
843,0.7239457670358566,0,1
844,0.0,1,1
845,0.0,1,1
846,0.0,1,1
847,0.0,1,1
848,0.0,0,0
849,0.5798424884323826,0,1
850,0.0,1,1
851,0.0,0,0
852,0.0,0,0
853,0.7890496395662255,0,1
854,0.0,1,1
855,0.0,1,1
856,0.0,0,0
857,0.0,0,0
858,0.0,0,0
859,0.0,0,0
860,0.0,0,0
861,0.4023923503114337,0,1
862,0.0,1,1
863,0.36358245012382595,0,1
864,0.0,0,0
865,0.0,1,1
866,0.0,1,1
867,0.0,0,0
868,0.1585694792709329,0,1
869,0.0,1,1
870,0.2507119390292787,0,1
871,0.0,1,1
872,0.0,1,1
873,0.14110253433847475,0,1
874,0.0,0,0
875,0.0,1,1
876,0.0,1,1
877,0.0,0,0
878,0.0,0,0
879,0.0,1,1
880,0.0501113083432938,0,1
881,0.0,1,1
882,0.8857074934454527,0,1
883,0.0,1,1
884,0.0,1,1
885,0.0,0,0
886,0.0,1,1
887,0.4735232597291138,0,1
888,0.7342886975577714,0,1
889,0.19157963805919065,0,1
890,0.0,0,0
891,0.0,1,1
892,0.10285303387255973,0,1
893,0.0,1,1
894,0.0908590871707432,0,1
895,0.02157964673502688,0,1
896,0.0,1,1
897,0.0,0,0
898,0.0,1,1
899,0.0,1,1
900,0.0,1,1
901,0.0,1,1
902,0.0,1,1
903,0.40992642570099935,0,1
904,0.0,1,1
905,0.5656992962103029,0,1
906,0.0,1,1
907,0.0,1,1
908,0.0,0,0
909,0.0,0,0
910,0.0,1,1
911,0.0,1,1
912,0.0,1,1
913,0.0,0,0
914,0.0,1,1
915,0.0,1,1
916,0.0,1,1
917,0.0,1,1
918,0.0,1,1
919,0.0,1,1
920,0.0,0,0
921,0.0,1,1
922,0.0,1,1
923,0.0,1,1
924,0.0,1,1
925,0.0,1,1
926,0.0,1,1
927,0.2882933257270578,0,1
928,0.011446794590082465,0,1
929,0.1561881232157457,0,1
930,0.0,0,0
931,0.7452549988436703,0,1
932,0.20648073523303512,0,1
933,0.0,0,0
934,0.0,0,0
935,0.0,0,0
936,0.0,1,1
937,0.5103203344759409,0,1
938,0.0,0,0
939,0.0,1,1
940,0.29588664614109395,0,1
941,0.0,1,1
942,0.09013505700500724,0,1
943,0.0,1,1
944,0.0,1,1
945,0.0,1,1
946,0.27131230674793827,0,1
947,0.0,1,1
948,0.9552516673933916,0,1
949,0.0,1,1
950,0.0,1,1
951,0.0,1,1
952,0.0,1,1
953,0.0,1,1
954,0.0,1,1
955,0.44929158448747675,0,1
956,0.0,0,0
957,0.0,1,1
958,0.0,0,0
959,0.0,1,1
960,0.9881797394468207,0,1
961,0.8741291783610332,0,1
962,0.0,0,0
963,0.0,1,1
964,0.0,1,1
965,0.8482054024102471,0,1
966,0.7578271683117493,0,1
967,0.0,1,1
968,0.0,0,0
969,0.0,0,0
970,0.0,1,1
971,0.0,1,1
972,0.8005832156916409,0,1
973,0.0,0,0
974,0.0,1,1
975,0.0,0,0
976,0.0,1,1
977,0.0,1,1
978,0.0,1,1
979,0.0,1,1
980,0.0,1,1
981,0.0,1,1
982,0.0,1,1
983,0.5449965726915429,0,1
984,0.0,1,1
985,0.0,1,1
986,0.0,1,1
987,0.0,1,1
988,0.0,0,0
989,0.0,0,0
990,0.0,1,1
991,0.0,1,1
992,0.0,0,0
993,0.0,1,1
994,0.0,0,0
995,0.0,1,1
996,0.0,0,0
997,0.0,1,1
998,0.0,0,0
999,0.0,1,1
1000,0.0,0,0
1001,0.0,1,1
1002,0.6747663922969724,0,1
1003,0.0,1,1
1004,0.0,1,1
1005,0.05075220896494115,0,1
1006,0.0,1,1
1007,0.0,1,1
1008,0.0,1,1
1009,0.8638235795387741,0,1
1010,0.0,1,1
1011,0.0,1,1
1012,0.0,1,1
1013,0.8834219464591829,0,1
1014,0.0,1,1
1015,0.0,1,1
1016,0.0,1,1
1017,0.0,1,1
1018,0.15055554857619247,0,1
1019,0.0,1,1
1020,0.0,1,1
1021,0.0,0,0
1022,0.0,1,1
1023,0.0,1,1
1024,0.0,1,1
1025,0.0,0,0
1026,0.9277337118020086,0,1
1027,0.9355078563258994,0,1
1028,0.0,1,1
1029,0.4112631048954436,0,1
1030,0.0,1,1
1031,0.0,0,0
1032,0.0,1,1
1033,0.0,0,0
1034,0.0,0,0
1035,0.37338111239887883,0,1
1036,0.6328848133847627,0,1
1037,0.11499634687516647,0,1
1038,0.0,1,1
1039,0.0,1,1
1040,0.832663952922116,0,1
1041,0.692916640405927,0,1
1042,0.0,1,1
1043,0.5858778189154907,0,1
1044,0.6047386598439534,0,1
1045,0.0,1,1
1046,0.019388887249085163,0,1
1047,0.0,1,1
1048,0.7427850450126826,0,1
1049,0.0,0,0
1050,0.002077811771964533,0,1
1051,0.954618706865553,0,1
1052,0.0,1,1
1053,0.0,1,1
1054,0.0,1,1
1055,0.0,1,1
1056,0.0,1,1
1057,0.0,1,1
1058,0.0,1,1
1059,0.0,1,1
1060,0.0,1,1
1061,0.0,0,0
1062,0.0,1,1
1063,0.15669444860351323,0,1
1064,0.0,0,0
1065,0.0,0,0
1066,0.0,1,1
1067,0.0,1,1
1068,0.0,1,1
1069,0.0,1,1
1070,0.4458237443793476,0,1
1071,0.0,1,1
1072,0.3670734104536597,0,1
1073,0.0,1,1
1074,0.0,0,0
1075,0.4554473053701933,0,1
1076,0.0,0,0
1077,0.0,0,0
1078,0.0,0,0
1079,0.0,0,0
1080,0.0,1,1
1081,0.6006983643095316,0,1
1082,0.0,1,1
1083,0.0,0,0
1084,0.0,0,0
1085,0.0,1,1
1086,0.0,1,1
1087,0.0,0,0
1088,0.0,1,1
1089,0.0,0,0
1090,0.15788494432592037,0,1
1091,0.13211587558477944,0,1
1092,0.0,1,1
1093,0.13557718867191804,0,1
1094,0.0,0,0
1095,0.0,1,1
1096,0.7982423824686719,0,1
1097,0.608503913147671,0,1
1098,0.0,1,1
1099,0.19105233935307098,0,1
1100,0.0,1,1
1101,0.0,1,1
1102,0.0,0,0
1103,0.0,0,0
1104,0.0,1,1
1105,0.21835197405268136,0,1
1106,0.0,1,1
1107,0.0,1,1
1108,0.0,1,1
1109,0.7029613566596143,0,1
1110,0.0,1,1
1111,0.0,1,1
1112,0.16006900995112416,0,1
1113,0.0,1,1
1114,0.9660696578266847,0,1
1115,0.0,1,1
1116,0.0,1,1
1117,0.0,1,1
1118,0.027478025142855245,0,1
1119,0.0,1,1
1120,0.0,0,0
1121,0.0,1,1
1122,0.41234859662115786,0,1
1123,0.0,0,0
1124,0.0,1,1
1125,0.0,1,1
1126,0.0,0,0
1127,0.0,1,1
1128,0.6271734987701181,0,1
1129,0.0,1,1
1130,0.0,1,1
1131,0.0,1,1
1132,0.0,0,0
1133,0.0,1,1
1134,0.0,0,0
1135,0.0,1,1
1136,0.5139852273739269,0,1
1137,0.0,0,0
1138,0.346356654737044,0,1
1139,0.0,0,0
1140,0.0,1,1
1141,0.0,1,1
1142,0.0,0,0
1143,0.0,1,1
1144,0.0,1,1
1145,0.0,0,0
1146,0.4197586762166914,0,1
1147,0.0,0,0
1148,0.0,0,0
1149,0.0,1,1
1150,0.0,1,1
1151,0.0,0,0
1152,0.0,1,1
1153,0.0,0,0
1154,0.7620479838309789,0,1
1155,0.0,0,0
1156,0.0,0,0
1157,0.0,0,0
1158,0.0,0,0
1159,0.0,0,0
1160,0.0,1,1
1161,0.0,1,1
1162,0.0,1,1
1163,0.0,0,0
1164,0.0,1,1
1165,0.0,1,1
1166,0.0,1,1
1167,0.0,1,1
1168,0.0,1,1
1169,0.0,0,0
1170,0.0,1,1
1171,0.04465545318507491,0,1
1172,0.0,1,1
1173,0.0,1,1
1174,0.0,1,1
1175,0.0,1,1
1176,0.0,1,1
1177,0.0,1,1
1178,0.8734269723594102,0,1
1179,0.0,0,0
1180,0.694746526466295,0,1
1181,0.8853730400452335,0,1
1182,0.0,0,0
1183,0.0,1,1
1184,0.0,1,1
1185,0.0,1,1
1186,0.20384015711117331,0,1
1187,0.0,1,1
1188,0.5331655582943932,0,1
1189,0.0,1,1
1190,0.0,0,0
1191,0.17984064250830223,0,1
1192,0.0,0,0
1193,0.0,1,1
1194,0.0,0,0
1195,0.0,1,1
1196,0.0,0,0
1197,0.0,1,1
1198,0.0,1,1
1199,0.0,1,1
1200,0.0,0,0
1201,0.0,0,0
1202,0.0,1,1
1203,0.7736812886160529,0,1
1204,0.0,0,0
1205,0.0,1,1
1206,0.0,0,0
1207,0.5991327776169196,0,1
1208,0.25232030484128687,0,1
1209,0.0,0,0
1210,0.4404717907796535,0,1
1211,0.0,0,0
1212,0.1455424783370287,0,1
1213,0.0,1,1
1214,0.0,1,1
1215,0.397430893061291,0,1
1216,0.0,1,1
1217,0.0,0,0
